SUB_QUADRO,SEQ,V9001,V5302,V53021,V5304,V5307,V53011,V53061,id,nova
1,1,5300301,3,,2,1,2250,75000,2.6007247E13,0
1,1,5300301,3,,1,1,5414,80000,2.6007247E13,0
1,1,5300401,4,,,1,4110,84020,2.6007247E13,0
1,1,5300401,4,,,1,3411,84016,2.6007247E13,0
1,1,5300301,3,,2,1,5246,56011,2.6007247E13,0
1,1,5300301,3,,1,1,5230,56011,2.6007247E13,0
1,1,5300601,6,,,1,5212,56020,2.6007247E13,1
2,1,5300601,6,,,1,,,2.6007247E13,1
1,1,5300501,5,,,1,5221,45020,2.6007247E13,0
1,1,5300301,3,,2,1,1211,45020,2.6007247E13,0
1,1,5300301,3,,1,1,4110,48071,2.6007247E13,0
1,1,5300301,3,,2,1,2341,85012,2.600823E13,0
1,1,5300301,3,,1,1,4110,53001,2.600823E13,0
1,1,5300401,4,,,1,2330,85013,2.600823E13,0
1,1,5300301,3,,1,1,1346,64000,2.600823E13,0
1,1,5300401,4,,,1,2341,85012,2.600823E13,0
1,1,5300301,3,,1,1,7231,45020,2.600823E13,0
1,1,5300701,7,2,,,9412,56011,2.600823E13,0
1,1,5300401,4,,,1,9112,84013,2.600823E13,0
1,1,5300301,3,,1,2,2342,85012,2.600823E13,0
1,1,5300501,5,,,1,7112,41000,2.600823E13,0
1,1,5300501,5,,,1,5221,48050,2.600823E13,0
1,1,5300401,4,,,1,2342,85012,2.600823E13,1
2,1,5300301,3,,2,1,,,2.600823E13,1
1,1,5300301,3,,1,1,1330,62000,2.600823E13,1
1,1,5300401,4,,2,1,2619,84016,2.600823E13,0
2,1,5300601,6,,,4,,,2.600823E13,1
1,1,5300501,5,,,1,5221,48080,2.6001302E13,0
1,1,5300601,6,,,1,6111,1108,2.6001302E13,0
1,1,5300301,3,,2,1,5223,48080,2.6001302E13,0
1,1,5300301,3,,1,1,5414,80000,2.6001302E13,0
1,1,5300301,3,,1,1,4226,85014,2.6001302E13,0
1,1,5300601,6,,,1,5221,48079,2.6001302E13,0
1,1,5300401,4,,,1,5412,84016,2.6001302E13,0
1,1,5300401,4,,,1,3411,84016,2.6001302E13,0
1,1,5300401,4,,,1,3253,84013,2.6001302E13,0
1,1,5300301,3,,1,1,2342,85012,2.6001302E13,0
1,1,5300601,6,,,1,7412,43000,2.6001302E13,1
1,1,5300101,1,,2,1,5311,97000,2.6001302E13,2
2,1,5300701,7,2,,,,,2.6001302E13,1
2,1,5300101,1,,2,1,,,2.6001302E13,2
2,2,5300701,7,2,,,,,2.6001302E13,2
1,1,5300201,2,,,1,210,84014,2.6001302E13,0
1,1,5300501,5,,,1,7112,41000,2.6001302E13,0
1,1,5300301,3,,2,1,3344,86002,2.6001302E13,0
1,1,5300301,3,,2,2,5311,85011,2.6001302E13,0
1,1,5300301,3,,2,1,5245,48060,2.6001302E13,0
1,1,5300301,3,,1,1,5243,48030,2.6008272E13,2
1,1,5300601,6,,,1,5141,96020,2.6008272E13,0
2,1,5300301,3,,2,1,,,2.6008272E13,2
2,2,5300301,3,,2,1,,,2.6008272E13,2
1,1,5300201,2,,,1,210,84014,2.6008272E13,0
1,1,5300301,3,,1,1,2359,85029,2.6008272E13,1
2,1,5300601,6,,,1,,,2.6008272E13,1
1,1,5300301,3,,1,1,3434,56011,2.6008272E13,1
1,1,5300601,6,,,1,3230,86004,2.6008272E13,0
2,1,5300301,3,,1,1,,,2.6008272E13,1
1,1,5300201,2,,,1,210,84014,2.6008272E13,0
